LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Default
150000.0,male,university,single,32,1,2,2,2,2,2,133401.0,6000.0,10275.0,6000.0,6000.0,6100.0,0.0,0
200000.0,female,graduate school,single,41,0,0,0,0,0,0,504.0,2502.0,21699.0,3003.0,3392.0,4343.0,326.0,0
360000.0,female,graduate school,single,31,0,0,0,0,0,0,8288.0,21888.0,44640.0,3904.0,0.0,0.0,0.0,0
50000.0,female,university,married,32,0,0,0,0,0,0,943.0,10528.0,0.0,0.0,20650.0,0.0,0.0,0
80000.0,female,high school,single,30,0,0,0,0,0,0,36676.0,2165.0,2774.0,30458.0,1063.0,1308.0,4317.0,0
50000.0,female,university,single,22,2,2,2,2,2,2,15006.0,0.0,2000.0,1000.0,0.0,2000.0,0.0,1
50000.0,male,university,single,26,2,0,0,0,0,0,291.0,291.0,291.0,291.0,291.0,0.0,873.0,0
110000.0,male,university,single,26,0,0,0,0,0,0,106417.0,9026.0,6000.0,2000.0,2000.0,3000.0,4006.0,0
30000.0,male,university,single,25,0,0,0,0,0,0,30274.0,1932.0,3900.0,1700.0,1200.0,1180.0,2500.0,0
40000.0,male,high school,single,43,2,2,7,7,7,7,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,1
100000.0,female,graduate school,married,37,0,0,0,0,0,0,70113.0,3181.0,2628.0,2640.0,2897.0,3600.0,2500.0,0
120000.0,female,university,single,24,0,0,0,0,0,0,34670.0,2033.0,1200.0,0.0,0.0,3107.0,8542.0,1
500000.0,female,graduate school,single,31,1,0,0,0,0,0,29091.0,5763.0,15691.0,9393.0,69526.0,5000.0,20000.0,0
230000.0,male,graduate school,married,46,0,0,0,0,0,0,519.0,518.0,2784.0,32.0,0.0,0.0,0.0,1
100000.0,female,university,single,25,0,0,0,0,0,0,8791.0,1000.0,0.0,674.0,0.0,980.0,4413.0,0
210000.0,female,graduate school,single,30,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,male,university,single,25,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
250000.0,male,university,married,50,0,0,0,0,0,0,238215.0,9000.0,5000.0,0.0,0.0,2200.0,0.0,0
500000.0,female,university,single,29,0,0,0,0,0,0,455042.0,12564.0,10000.0,6476.0,5489.0,5000.0,5000.0,0
200000.0,female,high school,single,34,0,0,2,0,0,0,11073.0,2306.0,12.0,50.0,300.0,3738.0,66.0,0
360000.0,female,university,single,34,0,0,0,0,0,0,277569.0,10500.0,8500.0,8750.0,9200.0,9800.0,8700.0,0
260000.0,male,university,single,31,0,0,0,0,0,0,326.0,652.0,326.0,326.0,326.0,326.0,144.0,0
120000.0,male,university,single,26,0,0,0,0,0,0,114815.0,6159.0,10008.0,3051.0,3100.0,3052.0,2908.0,1
50000.0,male,university,single,24,1,2,2,2,2,2,25932.0,1800.0,0.0,2700.0,0.0,2100.0,0.0,0
240000.0,male,high school,married,45,0,0,0,0,0,0,135367.0,6300.0,4800.0,4737.0,4667.0,4900.0,4849.0,0
130000.0,male,others,single,46,2,0,0,0,0,0,79705.0,2475.0,1600.0,1300.0,1400.0,1400.0,2000.0,0
20000.0,male,university,single,23,0,0,0,2,0,0,14784.0,1253.0,2879.0,0.0,796.0,1500.0,0.0,0
150000.0,female,high school,single,28,0,0,0,0,0,0,35199.0,1588.0,1971.0,20000.0,914.0,0.0,1746.0,0
110000.0,female,high school,married,40,0,0,0,0,0,0,105055.0,4058.0,4913.0,3000.0,3000.0,3000.0,3100.0,0
120000.0,male,university,single,27,0,0,0,0,0,0,29344.0,5053.0,1789.0,2037.0,659.0,802.0,640.0,0
120000.0,male,university,single,36,0,0,0,0,0,0,396.0,396.0,396.0,392.0,400.0,396.0,942.0,0
160000.0,female,university,married,45,0,0,0,0,0,0,19477.0,10528.0,7433.0,5245.0,17053.0,1647.0,30028.0,0
210000.0,female,university,married,40,0,0,0,0,0,0,10240.0,0.0,5000.0,5000.0,0.0,5000.0,1000.0,0
240000.0,male,graduate school,single,41,0,0,0,0,0,0,-317.0,63752.0,700.0,0.0,638.0,1275.0,421.0,0
410000.0,male,graduate school,single,29,0,0,0,0,0,0,53629.0,3037.0,3015.0,3549.0,5029.0,4325.0,6029.0,0
200000.0,male,graduate school,married,38,0,0,0,0,0,0,6186.0,735.0,1463.0,15550.0,5045.0,6709.0,3021.0,1
90000.0,female,graduate school,single,34,0,0,0,2,2,2,34302.0,1640.0,9000.0,0.0,8000.0,0.0,2000.0,0
100000.0,female,graduate school,single,27,0,0,0,0,0,0,81152.0,3000.0,2700.0,2270.0,2433.0,2530.0,2400.0,0
360000.0,female,graduate school,single,27,0,0,0,0,0,0,79837.0,27465.0,50154.0,39105.0,54456.0,46153.0,40000.0,0
470000.0,male,graduate school,married,37,0,0,0,0,0,0,134561.0,150055.0,7046.0,10000.0,15029.0,15017.0,10023.0,0
230000.0,male,high school,married,39,0,0,0,0,0,0,2606.0,2990.0,1020.0,799.0,0.0,0.0,0.0,0
50000.0,male,university,married,39,1,2,2,3,2,0,26094.0,0.0,4600.0,0.0,0.0,1200.0,1200.0,0
380000.0,female,university,single,38,0,0,0,0,0,0,250755.0,8339.0,7032.0,7986.0,4170.0,4205.0,9335.0,0
300000.0,female,graduate school,single,31,0,0,0,0,0,0,720.0,0.0,69190.0,0.0,686.0,2927.0,2995.0,0
360000.0,female,graduate school,married,42,0,0,0,0,0,0,174857.0,10000.0,10005.0,20117.0,15018.0,10027.0,20057.0,0
20000.0,female,university,married,46,0,0,0,0,0,0,10640.0,1185.0,1600.0,1000.0,243.0,240.0,619.0,0
210000.0,female,university,married,34,0,0,0,0,0,0,86792.0,3319.0,3892.0,3184.0,3128.0,2944.0,2870.0,0
180000.0,female,university,married,32,2,2,2,2,2,0,13286.0,2800.0,0.0,3000.0,0.0,2000.0,5000.0,1
130000.0,male,graduate school,single,26,0,0,0,0,0,0,4417.0,105072.0,5000.0,3000.0,12000.0,10000.0,3500.0,0
10000.0,male,high school,single,35,0,0,0,0,0,0,7877.0,1174.0,1120.0,310.0,316.0,1000.0,2000.0,0
160000.0,female,graduate school,married,39,0,0,0,0,0,0,710.0,666.0,403.0,1650.0,336.0,790.0,1141.0,0
50000.0,female,high school,married,52,1,2,0,0,2,2,30505.0,0.0,1831.0,3000.0,1182.0,0.0,1228.0,1
100000.0,male,university,single,23,0,0,0,0,0,0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,0
500000.0,male,high school,single,53,0,0,0,0,0,2,17362.0,16666.0,16666.0,16666.0,33923.0,0.0,16666.0,0
100000.0,male,high school,married,54,2,2,2,3,2,2,81507.0,3900.0,7300.0,0.0,3200.0,3500.0,3420.0,1
140000.0,female,university,married,48,0,0,0,0,0,0,1154.0,1233.0,1075.0,1355.0,1130.0,21361.0,1347.0,0
300000.0,female,graduate school,single,35,0,0,0,0,0,0,103.0,344.0,891.0,889.0,889.0,739.0,1807.0,0
240000.0,male,graduate school,married,42,0,0,0,0,0,0,72339.0,20000.0,2213.0,1030.0,1023.0,6790.0,10893.0,0
50000.0,female,university,married,42,0,0,2,0,0,2,565.0,5481.0,0.0,759.0,5328.0,1.0,2932.0,0
190000.0,female,university,married,35,0,0,0,0,0,0,189420.0,8900.0,6700.0,6699.0,7400.0,6900.0,7400.0,0
140000.0,female,high school,single,61,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
400000.0,male,university,single,27,0,0,0,0,0,0,15330.0,2501.0,10009.0,1437.0,1105.0,510.0,959.0,0
40000.0,female,others,married,48,0,0,0,0,0,0,36581.0,1926.0,3292.0,1400.0,0.0,0.0,0.0,0
280000.0,male,university,single,30,0,0,0,0,0,0,261602.0,10000.0,11075.0,8972.0,5182.0,10000.0,4000.0,0
500000.0,female,graduate school,single,31,0,0,0,0,0,0,1779.0,644.0,1138.0,643.0,630.0,905.0,3111.0,0
350000.0,male,graduate school,married,43,0,0,0,0,0,0,2878.0,0.0,850.0,3990.0,45406.0,2093.0,2090.0,0
50000.0,male,university,single,40,0,0,0,0,0,0,48331.0,2300.0,2200.0,1000.0,1000.0,800.0,700.0,1
200000.0,male,graduate school,married,37,0,0,0,0,0,0,4052.0,4520.0,0.0,1115.0,1336.0,1878.0,0.0,1
320000.0,male,university,married,45,0,0,0,0,0,0,1471.0,5318.0,4160.0,6296.0,977.0,23.0,0.0,0
20000.0,male,university,single,30,0,0,0,0,0,0,39508.0,2546.0,1300.0,700.0,700.0,900.0,600.0,0
360000.0,female,university,single,28,0,0,0,0,0,0,264971.0,9043.0,8847.0,10000.0,10000.0,80016.0,15000.0,0
360000.0,female,graduate school,single,27,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
70000.0,female,university,married,48,0,0,0,0,0,0,3838.0,1930.0,6384.0,4292.0,0.0,930.0,1422.0,0
230000.0,male,university,single,32,0,0,0,0,0,0,171111.0,7468.0,3000.0,2723.0,2810.0,2793.0,2860.0,1
20000.0,male,high school,married,45,0,0,0,0,0,0,26400.0,1000.0,1000.0,1000.0,600.0,0.0,0.0,0
230000.0,male,graduate school,married,37,0,0,0,0,0,0,3102.0,30580.0,5739.0,5799.0,7690.0,17914.0,360.0,0
500000.0,male,graduate school,married,39,2,0,0,2,2,2,15776.0,3004.0,106000.0,0.0,8008.0,78.0,10549.0,1
50000.0,male,graduate school,single,29,0,0,0,2,0,0,50085.0,3000.0,4000.0,0.0,4000.0,6000.0,0.0,1
380000.0,female,graduate school,married,40,0,0,0,0,0,0,12839.0,11212.0,10933.0,62602.0,150000.0,16791.0,5777.0,0
30000.0,female,university,married,45,1,2,2,2,2,2,23155.0,0.0,5000.0,0.0,2084.0,0.0,2305.0,1
260000.0,male,university,single,30,0,0,0,2,0,0,4640.0,1500.0,4000.0,0.0,2000.0,1500.0,1000.0,0
430000.0,female,university,single,29,2,0,0,0,0,0,75249.0,3754.0,3322.0,3359.0,3344.0,3582.0,3623.0,1
80000.0,male,high school,single,26,1,2,2,2,2,2,71661.0,0.0,6000.0,2800.0,0.0,7000.0,8.0,0
110000.0,male,university,married,35,0,0,0,0,0,0,48131.0,32123.0,3000.0,1800.0,2041.0,2069.0,3000.0,1
280000.0,female,university,single,27,1,2,0,0,0,0,297192.0,0.0,11143.0,7300.0,6024.0,6000.0,3500.0,0
240000.0,female,graduate school,married,35,0,0,0,0,0,0,3664.0,5770.0,10420.0,1150.0,5928.0,3619.0,13227.0,1
320000.0,female,graduate school,single,31,0,0,0,0,0,0,66604.0,9293.0,19905.0,15452.0,11388.0,28017.0,19364.0,0
120000.0,female,high school,married,37,0,0,0,0,0,0,3140.0,448.0,0.0,0.0,0.0,10614.0,0.0,0
250000.0,male,graduate school,married,46,0,0,0,0,0,0,1197.0,0.0,3140.0,2387.0,504.0,1989.0,19150.0,1
70000.0,male,graduate school,married,49,0,0,0,0,0,0,1261.0,2431.0,1261.0,2431.0,904.0,2191.0,0.0,1
170000.0,female,graduate school,single,31,0,0,0,0,0,0,18038.0,10047.0,11909.0,5000.0,16.0,0.0,0.0,0
20000.0,female,graduate school,single,22,0,0,0,0,0,0,20137.0,1300.0,1301.0,900.0,900.0,900.0,1600.0,0
30000.0,female,university,married,41,3,2,2,0,0,0,1660.0,428.0,0.0,428.0,13749.0,659.0,5548.0,0
200000.0,female,university,single,34,0,0,0,0,0,0,12842.0,13805.0,6797.0,28314.0,13291.0,11258.0,11912.0,1
50000.0,male,university,single,30,0,0,0,0,0,0,22459.0,26499.0,2248.0,1332.0,544.0,713.0,3703.0,0
200000.0,female,graduate school,single,30,0,0,0,0,0,0,665.0,2618.0,963.0,1459.0,1028.0,878.0,878.0,0
160000.0,female,university,married,26,0,0,0,0,0,0,1319.0,3941.0,399.0,690.0,590.0,0.0,1926.0,1
360000.0,female,high school,others,58,0,0,0,0,0,0,35673.0,1179.0,0.0,0.0,0.0,0.0,139.0,0
240000.0,female,graduate school,single,30,0,0,0,0,0,0,0.0,0.0,9625.0,0.0,9248.0,23353.0,1205.0,0
630000.0,female,university,single,41,0,0,0,0,0,0,12137.0,1000.0,6500.0,6500.0,6500.0,2870.0,0.0,0
170000.0,male,high school,married,47,0,0,0,0,0,0,1521.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,female,high school,married,27,2,2,2,2,2,2,27358.0,1800.0,1200.0,1200.0,0.0,2800.0,1200.0,0
20000.0,female,university,married,45,0,0,0,0,2,0,14296.0,1262.0,1274.0,1375.0,0.0,771.0,805.0,0
160000.0,female,graduate school,single,31,0,0,0,0,0,0,0.0,0.0,0.0,150.0,150.0,150.0,178.0,0
400000.0,female,high school,single,35,0,0,0,0,0,0,8125.0,7018.0,10542.0,13378.0,11045.0,6666.0,6862.0,0
30000.0,male,university,others,43,2,2,2,2,2,2,14870.0,2000.0,1000.0,1000.0,1000.0,0.0,1000.0,1
200000.0,female,university,single,31,0,0,0,0,0,0,2718.0,591.0,8981.0,8525.0,29713.0,7305.0,20914.0,0
20000.0,male,graduate school,single,23,0,0,0,0,0,0,18055.0,1100.0,1500.0,200.0,200.0,942.0,19840.0,0
260000.0,female,graduate school,single,38,0,0,0,0,0,0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0
490000.0,female,graduate school,single,34,0,0,0,0,0,0,19036.0,5038.0,3404.0,14445.0,7672.0,2295.0,9004.0,0
130000.0,female,university,single,24,0,0,0,0,0,0,48764.0,1034.0,37559.0,2805.0,28865.0,300.0,11083.0,0
50000.0,male,university,married,43,0,0,0,0,0,0,27681.0,1458.0,1485.0,1472.0,1217.0,1347.0,558.0,0
170000.0,female,university,married,39,0,0,0,2,0,0,2947.0,4134.0,3967.0,0.0,864.0,1738.0,1788.0,0
500000.0,male,high school,married,47,0,0,0,0,0,0,1665.0,1666.0,1666.0,1666.0,8806.0,1625.0,2808.0,0
50000.0,female,graduate school,single,24,0,0,0,0,0,0,629.0,351.0,789.0,699.0,910.0,341.0,210.0,0
90000.0,male,university,married,36,4,3,2,0,0,0,62737.0,0.0,0.0,1300.0,1000.0,1000.0,1500.0,1
50000.0,female,university,single,24,0,0,0,0,0,0,1572.0,1572.0,6561.0,102.0,353.0,27000.0,1000.0,0
80000.0,male,graduate school,married,41,3,2,2,2,2,0,7866.0,1200.0,0.0,800.0,0.0,500.0,900.0,1
140000.0,male,graduate school,married,57,2,2,2,2,2,3,108660.0,0.0,10970.0,3805.0,4747.0,1932.0,8337.0,1
240000.0,female,high school,married,39,0,0,0,0,0,0,0.0,1234.0,0.0,0.0,620.0,0.0,0.0,0
210000.0,female,university,married,32,0,0,0,0,0,0,189307.0,8438.0,10000.0,10000.0,84890.0,2948.0,3497.0,0
120000.0,female,graduate school,single,26,0,0,0,0,0,0,594.0,1052.0,736.0,420.0,2189.0,500.0,0.0,0
220000.0,female,graduate school,married,36,0,0,0,0,0,0,210475.0,9639.0,7123.0,7162.0,7419.0,7462.0,8621.0,0
230000.0,female,university,married,46,0,0,0,0,0,0,782.0,316.0,0.0,632.0,316.0,2398.0,1783.0,1
200000.0,female,graduate school,single,42,0,0,2,0,0,0,660.0,1320.0,0.0,1320.0,1320.0,1710.0,27077.0,1
150000.0,female,graduate school,married,34,0,0,0,0,0,0,9779.0,61168.0,19796.0,1725.0,1150.0,0.0,0.0,0
180000.0,female,high school,married,46,0,2,0,0,0,0,10456.0,357.0,8510.0,5244.0,2174.0,0.0,3371.0,1
20000.0,female,university,single,48,0,0,0,0,2,0,7684.0,1200.0,2008.0,1680.0,0.0,5285.0,0.0,0
70000.0,female,university,single,29,0,0,2,0,0,0,4059.0,2000.0,0.0,4170.0,1000.0,1000.0,1000.0,0
30000.0,female,university,married,31,0,0,0,0,0,0,28405.0,4000.0,1555.0,631.0,769.0,317.0,0.0,1
20000.0,female,high school,single,48,1,3,2,4,5,4,18038.0,1000.0,3700.0,1900.0,0.0,0.0,0.0,1
150000.0,female,university,married,30,0,0,2,0,0,0,696.0,1392.0,0.0,696.0,873.0,1392.0,696.0,1
150000.0,female,high school,married,45,0,0,0,0,0,0,47372.0,2000.0,2100.0,1837.0,1400.0,1486.0,1572.0,0
330000.0,female,graduate school,married,37,0,0,0,0,0,0,726.0,0.0,10776.0,0.0,442.0,0.0,297.0,0
110000.0,female,university,single,25,0,0,0,0,0,0,111115.0,6000.0,5000.0,3000.0,3100.0,3000.0,3000.0,0
70000.0,female,university,single,25,1,2,0,0,0,0,73167.0,0.0,2600.0,3000.0,3000.0,6000.0,0.0,0
150000.0,female,university,married,41,0,0,0,0,0,0,1650.0,0.0,0.0,6784.0,159.0,167.0,760.0,0
50000.0,male,high school,single,34,0,0,0,0,0,0,50375.0,2400.0,0.0,0.0,0.0,0.0,0.0,0
150000.0,male,high school,married,27,2,2,2,2,0,0,183405.0,10000.0,8000.0,2000.0,9000.0,8000.0,110000.0,0
100000.0,female,university,married,36,1,2,2,2,2,0,32196.0,0.0,3000.0,2000.0,0.0,2000.0,3500.0,1
430000.0,male,graduate school,married,34,0,0,0,0,0,0,11873.0,8299.0,13858.0,8000.0,3427.0,2483.0,8277.0,0
10000.0,male,graduate school,single,24,0,0,0,0,0,0,-2.0,0.0,0.0,10500.0,500.0,500.0,1000.0,0
50000.0,female,graduate school,single,23,0,0,0,0,0,0,33959.0,2000.0,1601.0,1472.0,1500.0,2000.0,5000.0,0
70000.0,female,university,married,32,1,2,2,2,2,2,22914.0,1700.0,0.0,2000.0,0.0,3000.0,600.0,0
100000.0,male,graduate school,single,32,0,0,0,0,0,0,93036.0,3023.0,3511.0,3302.0,3204.0,3200.0,2504.0,0
20000.0,male,university,single,25,1,2,2,2,2,0,19242.0,1700.0,0.0,1800.0,0.0,1000.0,900.0,0
220000.0,male,graduate school,married,37,0,0,0,0,0,0,8821.0,20059.0,7540.0,9571.0,1739.0,4918.0,0.0,0
50000.0,male,high school,single,47,0,0,0,0,0,0,44681.0,2100.0,2009.0,2013.0,700.0,1000.0,1000.0,0
230000.0,female,university,single,29,0,0,0,0,0,0,0.0,4375.0,1225.0,401.0,2460.0,804.0,708.0,0
100000.0,female,graduate school,single,28,0,0,0,0,0,0,557.0,1033.0,3667.0,2300.0,1132.0,2072.0,2692.0,0
450000.0,female,graduate school,single,46,0,0,0,0,0,0,2656.0,1861.0,0.0,3362.0,873.0,1110.0,4688.0,0
70000.0,male,graduate school,single,30,0,0,0,0,0,0,16163.0,1000.0,0.0,21280.0,1000.0,1000.0,1200.0,0
140000.0,female,graduate school,married,31,2,2,0,0,0,0,159164.0,0.0,5012.0,5000.0,5000.0,5000.0,20000.0,1
180000.0,female,university,single,35,0,0,0,0,0,0,3010.0,1679.0,2027.0,1774.0,11383.0,330.0,300.0,0
30000.0,female,high school,married,32,0,0,0,0,0,0,30096.0,1494.0,1445.0,1506.0,912.0,1097.0,1000.0,0
130000.0,female,university,single,25,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
170000.0,male,high school,single,38,0,0,0,0,0,0,21310.0,2000.0,2000.0,2000.0,5000.0,5000.0,5000.0,0
250000.0,male,graduate school,married,39,1,0,0,0,0,0,0.0,93.0,5354.0,167.0,908.0,0.0,0.0,0
160000.0,female,university,single,23,0,0,2,2,0,0,122339.0,18518.0,3358.0,0.0,3200.0,8000.0,4366.0,0
260000.0,female,graduate school,single,29,0,0,0,0,0,0,267336.0,11000.0,9800.0,6000.0,4088.0,3000.0,3000.0,1
410000.0,male,graduate school,single,31,0,0,0,0,0,0,4182.0,0.0,4120.0,0.0,0.0,3086.0,4320.0,1
160000.0,male,others,married,40,0,0,0,0,0,0,19978.0,10000.0,5002.0,5000.0,14400.0,10000.0,4000.0,0
260000.0,female,graduate school,single,25,0,2,0,0,0,0,148.0,7.0,12117.0,2.0,0.0,3054.0,6972.0,1
200000.0,female,university,married,27,0,0,0,0,0,0,157222.0,7200.0,5888.0,5990.0,6031.0,6415.0,6301.0,0
360000.0,female,graduate school,single,30,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
360000.0,male,graduate school,married,43,1,0,0,0,0,0,-985.0,10000.0,30000.0,5000.0,10004.0,5000.0,0.0,0
90000.0,female,university,married,27,1,0,0,0,0,0,0.0,1191.0,0.0,2151.0,3486.0,1495.0,0.0,0
350000.0,male,graduate school,married,38,0,0,0,0,0,0,17999.0,38933.0,24692.0,22388.0,13115.0,5167.0,11325.0,0
290000.0,male,university,married,37,0,0,0,0,0,0,199911.0,8001.0,8001.0,8037.0,10074.0,5010.0,179228.0,0
200000.0,female,graduate school,married,34,0,0,0,0,0,0,6206.0,1120.0,1024.0,362.0,0.0,488.0,300.0,1
130000.0,male,university,single,31,0,0,0,0,0,0,116437.0,4911.0,3533.0,3301.0,3607.0,5516.0,7020.0,0
420000.0,female,university,single,49,0,0,0,0,0,0,115505.0,4044.0,4297.0,4773.0,3203.0,2951.0,2837.0,0
80000.0,male,university,single,25,0,0,0,0,0,0,63771.0,2500.0,2500.0,1900.0,2500.0,2500.0,2000.0,0
80000.0,female,high school,married,50,0,0,0,0,0,0,7506.0,0.0,0.0,0.0,0.0,0.0,3106.0,0
230000.0,female,university,married,28,0,0,0,0,0,0,1190.0,1716.0,0.0,1012.0,0.0,753.0,7600.0,0
90000.0,male,others,single,26,0,0,0,0,0,0,2862.0,0.0,0.0,1000.0,326.0,326.0,1178.0,1
50000.0,male,university,single,33,0,0,0,0,0,0,18844.0,1500.0,1371.0,2000.0,2000.0,1000.0,1000.0,1
180000.0,female,graduate school,married,44,0,0,0,0,0,0,1210.0,1071.0,6557.0,0.0,21398.0,298.0,0.0,0
500000.0,female,graduate school,single,26,0,0,0,0,0,0,1419.0,1293.0,1111.0,1175.0,3162.0,33.0,2000.0,0
240000.0,female,graduate school,married,45,0,0,0,0,0,0,8732.0,5286.0,5596.0,3328.0,3763.0,9529.0,4895.0,0
50000.0,male,high school,single,53,0,0,0,0,0,0,48019.0,2279.0,1902.0,1000.0,841.0,900.0,692.0,0
620000.0,female,graduate school,single,31,0,0,0,0,0,0,569023.0,23009.0,20004.0,20008.0,14000.0,35804.0,250005.0,0
500000.0,female,university,single,29,0,0,0,0,0,0,902.0,0.0,0.0,0.0,0.0,0.0,19440.0,0
200000.0,male,graduate school,single,33,0,0,0,0,0,0,3557.0,0.0,0.0,1800.0,0.0,0.0,0.0,0
130000.0,male,graduate school,married,39,2,0,0,0,0,0,390.0,390.0,390.0,1068.0,3169.0,390.0,390.0,0
240000.0,male,university,married,48,0,0,0,0,0,0,236767.0,8622.0,8922.0,8519.0,8499.0,8418.0,8420.0,0
400000.0,male,graduate school,married,34,0,0,0,0,0,0,43711.0,37954.0,71577.0,15973.0,18285.0,4875.0,647.0,0
100000.0,male,high school,married,56,0,0,0,0,0,0,390.0,390.0,0.0,780.0,0.0,0.0,0.0,1
80000.0,female,university,married,33,2,3,2,2,0,0,51016.0,1200.0,2100.0,0.0,1800.0,2000.0,2000.0,1
190000.0,male,university,single,26,0,0,0,0,0,0,2204.0,1800.0,1797.0,1785.0,3142.0,490.0,2000.0,0
80000.0,female,university,married,25,0,0,0,0,0,2,78639.0,3200.0,2500.0,2182.0,4700.0,0.0,2000.0,0
20000.0,female,high school,married,48,2,2,2,2,2,2,13836.0,1500.0,1595.0,750.0,0.0,1452.0,0.0,1
150000.0,male,university,single,31,3,2,2,0,0,2,76113.0,3400.0,0.0,2960.0,3100.0,3000.0,2711.0,0
260000.0,male,university,single,28,0,0,2,0,0,0,149814.0,107000.0,0.0,5000.0,5000.0,6000.0,60000.0,0
90000.0,female,university,single,23,2,3,3,2,2,2,82623.0,5900.0,0.0,0.0,3600.0,2900.0,3500.0,1
400000.0,female,graduate school,married,33,0,0,0,0,0,0,-4.0,1058.0,1427.0,0.0,0.0,0.0,0.0,0
390000.0,female,graduate school,single,38,0,0,0,0,0,0,4989.0,2076.0,8926.0,16413.0,30.0,33.0,5900.0,0
120000.0,male,graduate school,single,37,0,2,0,0,0,0,1235.0,0.0,316.0,16885.0,54629.0,77046.0,4499.0,0
50000.0,female,graduate school,married,50,1,2,0,0,0,0,50175.0,0.0,7775.0,3000.0,3000.0,5000.0,3000.0,0
260000.0,male,graduate school,married,39,0,0,0,0,0,0,5992.0,1116.0,1140.0,1301.0,500.0,341.0,343.0,0
180000.0,female,university,married,41,0,0,0,0,0,0,139184.0,6411.0,6000.0,5000.0,4500.0,5000.0,4200.0,0
70000.0,male,university,married,37,0,0,0,0,0,0,68144.0,2538.0,2607.0,2137.0,1714.0,1751.0,2153.0,0
30000.0,female,high school,married,58,0,0,0,0,0,0,9819.0,1230.0,1100.0,419.0,600.0,500.0,500.0,0
140000.0,female,graduate school,married,40,2,2,0,0,0,2,34359.0,0.0,2000.0,1583.0,1800.0,1000.0,3000.0,1
170000.0,female,university,single,56,0,0,0,0,0,0,4767.0,0.0,451.0,0.0,424.0,1482.0,688.0,1
380000.0,female,university,married,41,3,3,2,0,0,0,415735.0,0.0,0.0,15135.0,13212.0,13529.0,15212.0,1
250000.0,female,university,married,33,2,2,0,0,0,0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,1
450000.0,female,graduate school,single,31,0,0,0,0,0,0,12818.0,17577.0,35758.0,90018.0,41340.0,20000.0,15000.0,0
60000.0,female,graduate school,single,27,1,0,2,0,0,0,0.0,3366.0,0.0,1000.0,0.0,1017.0,0.0,0
50000.0,male,graduate school,single,35,0,0,0,0,0,0,49241.0,1600.0,1000.0,2500.0,47566.0,1700.0,2000.0,0
50000.0,female,university,single,22,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
180000.0,female,graduate school,married,47,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
100000.0,female,graduate school,married,51,0,0,0,0,0,0,94247.0,3200.0,3400.0,3700.0,2800.0,2900.0,3100.0,0
50000.0,female,university,single,36,0,0,0,0,0,0,29647.0,2000.0,2800.0,3732.0,750.0,500.0,1000.0,1
110000.0,male,university,single,29,0,0,0,0,0,0,107221.0,4000.0,4300.0,4164.0,4500.0,4200.0,5000.0,0
420000.0,male,graduate school,married,59,0,0,0,0,0,0,175795.0,5300.0,4976.0,4899.0,3074.0,2023.0,3000.0,0
180000.0,female,university,married,27,0,0,0,0,0,0,3063.0,1084.0,1084.0,1005.0,46.0,16.0,0.0,0
60000.0,male,university,married,52,0,0,0,0,0,0,56893.0,3000.0,2000.0,1000.0,1000.0,1500.0,2450.0,0
120000.0,female,graduate school,single,45,0,0,0,0,0,2,90041.0,3079.0,3185.0,3251.0,7200.0,3600.0,3900.0,0
30000.0,female,university,single,24,0,0,0,2,0,0,18220.0,3000.0,2620.0,0.0,2000.0,1000.0,1000.0,0
140000.0,female,graduate school,single,32,0,0,0,0,0,0,112933.0,5000.0,6000.0,6000.0,5500.0,5000.0,6000.0,0
100000.0,female,graduate school,single,26,0,0,0,0,0,2,2405.0,1214.0,1080.0,1096.0,1623.0,0.0,394.0,0
160000.0,female,university,married,37,0,0,0,0,0,0,880.0,1602.0,840.0,840.0,0.0,0.0,7736.0,0
60000.0,female,university,married,27,0,0,0,0,0,0,40831.0,1617.0,1616.0,1008.0,1036.0,28848.0,1100.0,0
490000.0,male,graduate school,married,49,0,0,0,0,0,0,19107.0,10238.0,10191.0,77163.0,8921.0,16786.0,27662.0,0
360000.0,female,high school,married,39,0,0,0,0,0,0,4964.0,177.0,2011.0,1116.0,0.0,0.0,0.0,0
20000.0,male,university,single,22,1,0,0,0,0,0,-50.0,0.0,0.0,2000.0,0.0,0.0,0.0,0
